id	Phylum	Class
512364	Verrucomicrobia	[Spartobacteria]
590993	Nitrospirae	Nitrospira
3749794	Acidobacteria	[Chloracidobacteria]
3749020	GN04	NA
540323	Firmicutes	Clostridia
88360	Actinobacteria	Thermoleophilia
1818	Acidobacteria	Acidobacteria-6
1108350	Actinobacteria	Actinobacteria
811367	Proteobacteria	Deltaproteobacteria
1135983	Acidobacteria	Acidobacteriia
1107128	Verrucomicrobia	[Spartobacteria]
216805	Proteobacteria	Alphaproteobacteria
545782	Planctomycetes	Planctomycetia
674891	Actinobacteria	Acidimicrobiia
1008207	Proteobacteria	Deltaproteobacteria
4470202	Proteobacteria	Deltaproteobacteria
4470200	Nitrospirae	Nitrospira
4470206	Proteobacteria	Gammaproteobacteria
251539	Proteobacteria	Deltaproteobacteria
239671	Acidobacteria	TM1
1638581	Proteobacteria	Betaproteobacteria
212493	Acidobacteria	Acidobacteriia
207269	Chloroflexi	S085
262820	Actinobacteria	Actinobacteria
510548	Gemmatimonadetes	Gemm-5
1037355	Actinobacteria	Actinobacteria
1100638	Proteobacteria	Deltaproteobacteria
816463	Proteobacteria	Deltaproteobacteria
4450065	Proteobacteria	Gammaproteobacteria
1061713	FBP	NA
245254	Nitrospirae	Nitrospira
813632	Proteobacteria	Deltaproteobacteria
555423	Proteobacteria	Epsilonproteobacteria
13723	Gemmatimonadetes	Gemm-3
786283	Planctomycetes	Planctomycetia
4368136	Acidobacteria	Acidobacteria-6
1107435	BRC1	PRR-11
238508	Proteobacteria	Alphaproteobacteria
553643	Acidobacteria	Holophagae
1133279	Firmicutes	Clostridia
589372	Actinobacteria	Thermoleophilia
589376	Actinobacteria	Actinobacteria
582859	Chloroflexi	Anaerolineae
258120	Bacteroidetes	Cytophagia
553648	Proteobacteria	Gammaproteobacteria
350973	Firmicutes	Bacilli
576501	Proteobacteria	Betaproteobacteria
570957	Firmicutes	Clostridia
978072	Planctomycetes	Planctomycetia
170219	Proteobacteria	Alphaproteobacteria
777852	Actinobacteria	Acidimicrobiia
576508	Acidobacteria	Acidobacteria-6
575708	Acidobacteria	Acidobacteria-6
592596	Chloroflexi	Anaerolineae
4458187	Acidobacteria	Acidobacteria-6
4458189	Acidobacteria	PAUC37f
4458188	Acidobacteria	Acidobacteria-6
1144430	Planctomycetes	Planctomycetia
282328	TM7	SC3
244255	Verrucomicrobia	[Pedosphaerae]
114687	Proteobacteria	Betaproteobacteria
574686	Bacteroidetes	Flavobacteriia
315994	Proteobacteria	Gammaproteobacteria
364818	Proteobacteria	Gammaproteobacteria
593422	Firmicutes	Clostridia
978255	Actinobacteria	Acidimicrobiia
4308300	Acidobacteria	[Chloracidobacteria]
897420	Proteobacteria	Gammaproteobacteria
253724	Proteobacteria	Deltaproteobacteria
998524	Firmicutes	Bacilli
113424	Gemmatimonadetes	Gemm-5
240552	Bacteroidetes	Sphingobacteriia
240553	Actinobacteria	Actinobacteria
4426791	Planctomycetes	Phycisphaerae
512873	Chloroflexi	S085
222792	Proteobacteria	Alphaproteobacteria
587900	Nitrospirae	Nitrospira
218151	Acidobacteria	[Chloracidobacteria]
665276	Actinobacteria	Acidimicrobiia
363617	Bacteroidetes	[Saprospirae]
877742	Proteobacteria	Alphaproteobacteria
888396	Proteobacteria	Betaproteobacteria
260455	Chloroflexi	Anaerolineae
817734	Proteobacteria	Gammaproteobacteria
1106653	Proteobacteria	Gammaproteobacteria
1106748	Verrucomicrobia	[Pedosphaerae]
1134726	Acidobacteria	S035
152949	Proteobacteria	Deltaproteobacteria
4470065	[Thermi]	Deinococci
776186	Proteobacteria	Alphaproteobacteria
261595	Firmicutes	Bacilli
559278	Chloroflexi	Chloroflexi
205635	Acidobacteria	Solibacteres
150673	Proteobacteria	Alphaproteobacteria
4400980	Bacteroidetes	[Saprospirae]
4187380	Proteobacteria	Gammaproteobacteria
791738	Proteobacteria	Betaproteobacteria
579143	Acidobacteria	Solibacteres
345093	Planctomycetes	Planctomycetia
579147	Proteobacteria	Betaproteobacteria
325203	Gemmatimonadetes	Gemmatimonadetes
1087325	Actinobacteria	Actinobacteria
568330	Planctomycetes	Planctomycetia
1098922	Proteobacteria	Alphaproteobacteria
571775	Acidobacteria	S035
1104923	Proteobacteria	Betaproteobacteria
4391888	Proteobacteria	Alphaproteobacteria
588567	Planctomycetes	Planctomycetia
748537	Proteobacteria	Alphaproteobacteria
12133	Actinobacteria	Actinobacteria
748070	Acidobacteria	Acidobacteria-6
1132602	Proteobacteria	Gammaproteobacteria
90078	Bacteroidetes	Cytophagia
235825	Actinobacteria	Actinobacteria
682256	Proteobacteria	Alphaproteobacteria
564337	Proteobacteria	Alphaproteobacteria
537719	Acidobacteria	iii1-8
107418	Chlorobi	OPB56
502999	Proteobacteria	Alphaproteobacteria
112301	Actinobacteria	Actinobacteria
1058769	Planctomycetes	Planctomycetia
4434039	Proteobacteria	Deltaproteobacteria
847986	Proteobacteria	Betaproteobacteria
4475573	Acidobacteria	iii1-8
584900	Proteobacteria	Alphaproteobacteria
1032653	Actinobacteria	Thermoleophilia
207633	Nitrospirae	Nitrospira
586230	Proteobacteria	Betaproteobacteria
817766	Acidobacteria	[Chloracidobacteria]
1145091	Proteobacteria	Alphaproteobacteria
4314635	Chloroflexi	Ktedonobacteria
416617	Planctomycetes	Planctomycetia
243579	Actinobacteria	Thermoleophilia
4463044	Acidobacteria	Acidobacteriia
4425219	Chloroflexi	P2-11E
812908	Firmicutes	Bacilli
1111268	BRC1	PRR-11
137072	Actinobacteria	Actinobacteria
137070	OP3	koll11
226062	Chloroflexi	S085
248323	Actinobacteria	Actinobacteria
213308	Chloroflexi	Thermomicrobia
125257	Firmicutes	Bacilli
571363	Proteobacteria	Betaproteobacteria
583489	Proteobacteria	Betaproteobacteria
4311518	Proteobacteria	Alphaproteobacteria
1133273	Cyanobacteria	Chloroplast
818369	Proteobacteria	Gammaproteobacteria
4311517	Proteobacteria	Alphaproteobacteria
237284	Acidobacteria	iii1-8
512663	Actinobacteria	Thermoleophilia
237286	Nitrospirae	Nitrospira
944600	Actinobacteria	Actinobacteria
726960	Acidobacteria	Solibacteres
550316	Planctomycetes	Planctomycetia
275875	Firmicutes	Bacilli
3100155	Proteobacteria	Deltaproteobacteria
211120	Firmicutes	Bacilli
4366203	Proteobacteria	Alphaproteobacteria
4366206	Proteobacteria	Alphaproteobacteria
134788	Firmicutes	Clostridia
163406	Proteobacteria	Gammaproteobacteria
1145893	Bacteroidetes	Cytophagia
210428	Proteobacteria	Alphaproteobacteria
699114	Proteobacteria	Deltaproteobacteria
814416	Proteobacteria	Deltaproteobacteria
565318	Firmicutes	Bacilli
217873	TM7	TM7-1
538601	Chloroflexi	Anaerolineae
230258	Bacteroidetes	[Saprospirae]
285497	Proteobacteria	Alphaproteobacteria
694452	Nitrospirae	Nitrospira
562471	Acidobacteria	Acidobacteria-6
268040	Actinobacteria	Actinobacteria
4377277	Gemmatimonadetes	Gemmatimonadetes
868791	Proteobacteria	Alphaproteobacteria
795274	Planctomycetes	Planctomycetia
4443358	Proteobacteria	Gammaproteobacteria
4312483	Actinobacteria	Actinobacteria
567444	Actinobacteria	Actinobacteria
155297	Acidobacteria	Acidobacteriia
3900309	Planctomycetes	Planctomycetia
549252	Acidobacteria	Acidobacteria-6
528610	Planctomycetes	Planctomycetia
78724	Proteobacteria	Alphaproteobacteria
758719	Proteobacteria	Alphaproteobacteria
4322561	Actinobacteria	Actinobacteria
565179	Proteobacteria	Alphaproteobacteria
114305	Chlorobi	NA
4406477	Gemmatimonadetes	Gemmatimonadetes
254845	Proteobacteria	Gammaproteobacteria
1043652	Actinobacteria	Actinobacteria
1056339	Proteobacteria	Deltaproteobacteria
584276	Proteobacteria	Deltaproteobacteria
631854	Actinobacteria	Actinobacteria
108157	Proteobacteria	Betaproteobacteria
4354744	Proteobacteria	Gammaproteobacteria
804853	Bacteroidetes	[Saprospirae]
4377099	Proteobacteria	Alphaproteobacteria
1046395	Actinobacteria	Thermoleophilia
1046397	Bacteroidetes	Flavobacteriia
4409449	Bacteroidetes	[Saprospirae]
183529	Actinobacteria	Actinobacteria
248805	Verrucomicrobia	[Pedosphaerae]
4310399	Proteobacteria	Betaproteobacteria
248801	Actinobacteria	Actinobacteria
548785	Proteobacteria	Gammaproteobacteria
547360	Proteobacteria	Deltaproteobacteria
993711	Actinobacteria	Actinobacteria
579057	Planctomycetes	Planctomycetia
549433	Gemmatimonadetes	Gemm-1
370301	Proteobacteria	Alphaproteobacteria
1115022	Proteobacteria	Gammaproteobacteria
582997	Proteobacteria	Betaproteobacteria
306910	Armatimonadetes	0319-6E2
590507	Proteobacteria	Alphaproteobacteria
132068	Gemmatimonadetes	Gemmatimonadetes
803640	Actinobacteria	Actinobacteria
511219	Proteobacteria	NA
244670	Acidobacteria	Acidobacteria-6
1105455	Proteobacteria	Deltaproteobacteria
206654	Chloroflexi	S085
213177	Proteobacteria	Alphaproteobacteria
4398706	Proteobacteria	Alphaproteobacteria
150977	Acidobacteria	Acidobacteriia
750541	Proteobacteria	Gammaproteobacteria
918237	Proteobacteria	Gammaproteobacteria
766547	Chloroflexi	Thermomicrobia
789741	Actinobacteria	Actinobacteria
206386	Proteobacteria	Deltaproteobacteria
777110	Acidobacteria	EC1113
1118293	Proteobacteria	NA
946052	Proteobacteria	Alphaproteobacteria
815102	Actinobacteria	Actinobacteria
74727	Cyanobacteria	4C0d-2
2353837	Bacteroidetes	[Saprospirae]
509247	Planctomycetes	Phycisphaerae
526168	Armatimonadetes	[Fimbriimonadia]
357743	Acidobacteria	Acidobacteria-6
566151	Proteobacteria	Alphaproteobacteria
2183859	Nitrospirae	Nitrospira
4323749	Proteobacteria	Alphaproteobacteria
1040631	Proteobacteria	Deltaproteobacteria
259444	Actinobacteria	Actinobacteria
809886	Proteobacteria	Alphaproteobacteria
4097102	Acidobacteria	Acidobacteria-6
4097100	Acidobacteria	Acidobacteria-6
1137772	Firmicutes	Bacilli
4483200	Proteobacteria	Gammaproteobacteria
822670	Actinobacteria	Actinobacteria
279235	Firmicutes	Clostridia
564949	Proteobacteria	Deltaproteobacteria
115871	Proteobacteria	Deltaproteobacteria
574623	Acidobacteria	NA
681139	Firmicutes	Clostridia
1574711	Bacteroidetes	Flavobacteriia
541209	Proteobacteria	Deltaproteobacteria
221410	Proteobacteria	Deltaproteobacteria
221411	Armatimonadetes	Armatimonadia
576714	Proteobacteria	Gammaproteobacteria
1083580	Gemmatimonadetes	Gemmatimonadetes
571566	Chloroflexi	Ktedonobacteria
4382696	Acidobacteria	Acidobacteria-6
535922	Proteobacteria	Deltaproteobacteria
661152	Firmicutes	Bacilli
1043812	Actinobacteria	Actinobacteria
2733662	Acidobacteria	Acidobacteria-6
4474883	Acidobacteria	Sva0725
223302	Proteobacteria	Betaproteobacteria
947627	Proteobacteria	Deltaproteobacteria
7908	Proteobacteria	Gammaproteobacteria
1009427	Firmicutes	Clostridia
1108830	Proteobacteria	Alphaproteobacteria
331868	Proteobacteria	Alphaproteobacteria
4312727	Gemmatimonadetes	Gemmatimonadetes
250850	Gemmatimonadetes	Gemm-3
4345881	Acidobacteria	Acidobacteria-6
1088120	Bacteroidetes	Sphingobacteriia
4479100	Actinobacteria	Thermoleophilia
215928	Actinobacteria	MB-A2-108
4475686	Proteobacteria	Gammaproteobacteria
240630	Acidobacteria	Acidobacteria-6
155504	Proteobacteria	Gammaproteobacteria
2845466	Chloroflexi	Anaerolineae
593363	Chloroflexi	Ellin6529
156580	Proteobacteria	Betaproteobacteria
995978	Proteobacteria	Betaproteobacteria
545436	Bacteroidetes	[Saprospirae]
4466827	Proteobacteria	Betaproteobacteria
588684	Planctomycetes	Planctomycetia
2503686	Actinobacteria	Actinobacteria
813469	Proteobacteria	Gammaproteobacteria
241541	Actinobacteria	Actinobacteria
141219	Spirochaetes	Spirochaetes
572970	Actinobacteria	Actinobacteria
524452	Planctomycetes	Planctomycetia
215692	Proteobacteria	Alphaproteobacteria
240491	Verrucomicrobia	[Spartobacteria]
204714	Actinobacteria	Actinobacteria
4458047	Proteobacteria	Alphaproteobacteria
257891	Proteobacteria	Alphaproteobacteria
204862	Actinobacteria	Thermoleophilia
931895	Planctomycetes	Planctomycetia
807544	Gemmatimonadetes	Gemmatimonadetes
791030	Planctomycetes	Planctomycetia
43037	Proteobacteria	Alphaproteobacteria
4355359	Chloroflexi	Anaerolineae
4326871	Actinobacteria	Actinobacteria
948049	Planctomycetes	Phycisphaerae
4326875	Chlamydiae	Chlamydiia
801268	Planctomycetes	Planctomycetia
323729	Acidobacteria	Acidobacteria-6
4347742	Planctomycetes	Planctomycetia
513102	Proteobacteria	Alphaproteobacteria
279874	Cyanobacteria	ML635J-21
567145	Planctomycetes	Planctomycetia
994593	Actinobacteria	Actinobacteria
138668	Proteobacteria	Gammaproteobacteria
401960	Bacteroidetes	Cytophagia
962630	Planctomycetes	Planctomycetia
2325156	Proteobacteria	Alphaproteobacteria
4451490	Gemmatimonadetes	Gemm-5
555189	Proteobacteria	Betaproteobacteria
765494	Verrucomicrobia	[Pedosphaerae]
4365794	Planctomycetes	Planctomycetia
555182	Acidobacteria	Acidobacteria-6
209096	Proteobacteria	Alphaproteobacteria
125736	Verrucomicrobia	[Pedosphaerae]
3418930	Bacteroidetes	Cytophagia
104644	Proteobacteria	Alphaproteobacteria
4451941	Planctomycetes	Phycisphaerae
4451942	Acidobacteria	Acidobacteriia
4338566	Acidobacteria	DA052
4346060	Acidobacteria	[Chloracidobacteria]
936318	Actinobacteria	Thermoleophilia
1112694	Proteobacteria	Gammaproteobacteria
951184	Proteobacteria	Gammaproteobacteria
1121233	Proteobacteria	Deltaproteobacteria
592014	Proteobacteria	Betaproteobacteria
268729	Planctomycetes	Planctomycetia
237613	Proteobacteria	Alphaproteobacteria
624830	Proteobacteria	Alphaproteobacteria
570385	Proteobacteria	Alphaproteobacteria
570387	Nitrospirae	Nitrospira
1757043	Acidobacteria	Solibacteres
570383	Actinobacteria	Actinobacteria
1129217	Bacteroidetes	Bacteroidia
1114616	Proteobacteria	Alphaproteobacteria
250674	Acidobacteria	Acidobacteriia
657034	Acidobacteria	Acidobacteria-6
499915	Proteobacteria	Alphaproteobacteria
321586	Proteobacteria	Alphaproteobacteria
826813	Proteobacteria	Deltaproteobacteria
4423681	Gemmatimonadetes	Gemmatimonadetes
254014	Bacteroidetes	Cytophagia
4476103	Planctomycetes	OM190
211598	Bacteroidetes	[Saprospirae]
2651004	Acidobacteria	Acidobacteria-6
2651003	Acidobacteria	Acidobacteria-6
2651002	Acidobacteria	Acidobacteria-6
101218	Proteobacteria	Gammaproteobacteria
2963709	Proteobacteria	Deltaproteobacteria
805416	GN04	GN15
3205427	Proteobacteria	Alphaproteobacteria
310563	Proteobacteria	Betaproteobacteria
812902	Actinobacteria	Actinobacteria
836772	Firmicutes	Bacilli
218401	Proteobacteria	Deltaproteobacteria
216643	Proteobacteria	Betaproteobacteria
1087462	Bacteroidetes	Cytophagia
799036	Actinobacteria	Acidimicrobiia
4389972	Acidobacteria	Solibacteres
1071527	Bacteroidetes	VC2_1_Bac22
321764	Proteobacteria	Alphaproteobacteria
317092	Proteobacteria	Deltaproteobacteria
325238	Gemmatimonadetes	Gemmatimonadetes
698988	Firmicutes	Bacilli
456084	Proteobacteria	Deltaproteobacteria
4327003	WPS-2	NA
76374	Gemmatimonadetes	Gemmatimonadetes
4366540	Firmicutes	Clostridia
417967	Proteobacteria	Alphaproteobacteria
532843	Proteobacteria	Deltaproteobacteria
612629	Firmicutes	Clostridia
831922	Firmicutes	Clostridia
4319624	Bacteroidetes	Cytophagia
306541	Bacteroidetes	Sphingobacteriia
2674060	Planctomycetes	Planctomycetia
149674	Bacteroidetes	[Saprospirae]
4434753	Proteobacteria	Alphaproteobacteria
583016	Actinobacteria	Actinobacteria
4438586	Gemmatimonadetes	Gemmatimonadetes
4329003	Proteobacteria	Deltaproteobacteria
1115566	Proteobacteria	Alphaproteobacteria
565780	Acidobacteria	Acidobacteria-6
1139467	Proteobacteria	Alphaproteobacteria
231447	Verrucomicrobia	Opitutae
1111657	Acidobacteria	NA
524932	Proteobacteria	Alphaproteobacteria
4299829	Chloroflexi	Gitt-GS-136
111810	FBP	NA
706728	Proteobacteria	Alphaproteobacteria
512090	Proteobacteria	Deltaproteobacteria
159779	Acidobacteria	Acidobacteria-6
541438	Proteobacteria	Gammaproteobacteria
1003093	Acidobacteria	[Chloracidobacteria]
541432	Firmicutes	Clostridia
541436	Bacteroidetes	Cytophagia
4432754	Proteobacteria	Deltaproteobacteria
187652	Actinobacteria	Actinobacteria
4350418	Gemmatimonadetes	Gemm-3
541396	Chloroflexi	Anaerolineae
222207	Proteobacteria	Alphaproteobacteria
1144575	Proteobacteria	Deltaproteobacteria
1080447	Acidobacteria	Acidobacteria-6
1080445	Chloroflexi	Anaerolineae
142591	Acidobacteria	BPC102
976319	Bacteroidetes	Flavobacteriia
249211	Firmicutes	Bacilli
305736	Spirochaetes	Spirochaetes
1791553	Actinobacteria	Actinobacteria
339544	Acidobacteria	[Chloracidobacteria]
1067865	Proteobacteria	Betaproteobacteria
728640	Acidobacteria	Acidobacteria-6
843074	Proteobacteria	Alphaproteobacteria
137533	Planctomycetes	C6
107275	Proteobacteria	Gammaproteobacteria
906197	Proteobacteria	Gammaproteobacteria
511684	Cyanobacteria	Nostocophycideae
858813	Acidobacteria	Acidobacteria-6
3276018	Planctomycetes	Phycisphaerae
1117675	Proteobacteria	Alphaproteobacteria
267323	Actinobacteria	Actinobacteria
4458215	Proteobacteria	Alphaproteobacteria
592301	Proteobacteria	Betaproteobacteria
4458219	Planctomycetes	Planctomycetia
4454012	Acidobacteria	EC1113
819647	Proteobacteria	Alphaproteobacteria
3276016	Planctomycetes	Planctomycetia
567929	Proteobacteria	Alphaproteobacteria
4296293	Bacteroidetes	Bacteroidia
238522	Chloroflexi	Anaerolineae
1138936	Proteobacteria	Deltaproteobacteria
4430631	Gemmatimonadetes	Gemm-3
1133255	Proteobacteria	Alphaproteobacteria
208251	Acidobacteria	iii1-8
354798	Firmicutes	Clostridia
1118704	Bacteroidetes	Cytophagia
990901	Planctomycetes	Phycisphaerae
573545	Proteobacteria	Alphaproteobacteria
825595	Acidobacteria	[Chloracidobacteria]
22061	Chloroflexi	Anaerolineae
3868277	Proteobacteria	Betaproteobacteria
4341711	Acidobacteria	Acidobacteriia
838527	Acidobacteria	Acidobacteria-6
336892	Proteobacteria	Gammaproteobacteria
241049	WS3	PRR-12
835333	Acidobacteria	[Chloracidobacteria]
4307743	Actinobacteria	Acidimicrobiia
400183	Actinobacteria	Actinobacteria
922183	Verrucomicrobia	[Pedosphaerae]
832316	Actinobacteria	Actinobacteria
1113101	Acidobacteria	Acidobacteria-6
230476	Proteobacteria	Gammaproteobacteria
4361132	Proteobacteria	Deltaproteobacteria
1027418	Proteobacteria	Alphaproteobacteria
542273	Bacteroidetes	Bacteroidia
773026	Verrucomicrobia	[Pedosphaerae]
1102477	Bacteroidetes	Sphingobacteriia
19290	Proteobacteria	Gammaproteobacteria
968555	Actinobacteria	Actinobacteria
755123	Actinobacteria	Thermoleophilia
241957	Planctomycetes	Planctomycetia
241220	Actinobacteria	Acidimicrobiia
245273	Proteobacteria	Alphaproteobacteria
151914	Proteobacteria	Alphaproteobacteria
244050	Planctomycetes	OM190
240574	Nitrospirae	Nitrospira
4424843	Acidobacteria	Acidobacteriia
614872	Bacteroidetes	Sphingobacteriia
821747	Planctomycetes	Planctomycetia
4360984	Firmicutes	Clostridia
589769	Actinobacteria	Actinobacteria
1033018	Proteobacteria	Betaproteobacteria
74443	Proteobacteria	Gammaproteobacteria
1013464	Proteobacteria	Deltaproteobacteria
807954	Bacteroidetes	[Saprospirae]
802477	Planctomycetes	Planctomycetia
1091060	Proteobacteria	Alphaproteobacteria
835594	Proteobacteria	Alphaproteobacteria
1102657	Proteobacteria	Deltaproteobacteria
259272	Proteobacteria	Alphaproteobacteria
857566	Actinobacteria	Thermoleophilia
261860	[Thermi]	Deinococci
559211	Proteobacteria	Alphaproteobacteria
552576	Proteobacteria	Deltaproteobacteria
250537	Firmicutes	Bacilli
238693	Proteobacteria	Alphaproteobacteria
510316	Proteobacteria	Alphaproteobacteria
4431400	Acidobacteria	Acidobacteriia
510646	Acidobacteria	[Chloracidobacteria]
4431405	Bacteroidetes	[Saprospirae]
90580	Acidobacteria	[Chloracidobacteria]
194069	Proteobacteria	Betaproteobacteria
1120966	Proteobacteria	Betaproteobacteria
3555658	Proteobacteria	Gammaproteobacteria
4437321	Actinobacteria	Actinobacteria
2921823	Acidobacteria	Acidobacteria-6
3555655	Proteobacteria	Gammaproteobacteria
4326823	Proteobacteria	Alphaproteobacteria
749229	Proteobacteria	Alphaproteobacteria
166076	Actinobacteria	Rubrobacteria
336301	Acidobacteria	[Chloracidobacteria]
578832	Actinobacteria	Actinobacteria
578831	Bacteroidetes	[Saprospirae]
177555	Proteobacteria	Gammaproteobacteria
223175	Acidobacteria	iii1-8
806689	Acidobacteria	Acidobacteria-6
336308	Proteobacteria	Alphaproteobacteria
568643	Actinobacteria	Actinobacteria
648849	Actinobacteria	Actinobacteria
1055322	Bacteroidetes	Flavobacteriia
890463	Planctomycetes	Planctomycetia
1144548	Actinobacteria	Actinobacteria
853316	Proteobacteria	Gammaproteobacteria
586031	WS3	PRR-12
113180	Proteobacteria	Alphaproteobacteria
235803	Armatimonadetes	0319-6E2
537775	Bacteroidetes	Sphingobacteriia
3741803	Proteobacteria	Gammaproteobacteria
235807	Actinobacteria	Thermoleophilia
2651346	Proteobacteria	Deltaproteobacteria
4324351	Gemmatimonadetes	Gemm-5
810997	Proteobacteria	Deltaproteobacteria
4371558	Proteobacteria	Alphaproteobacteria
247509	Proteobacteria	Alphaproteobacteria
135798	Chloroflexi	Anaerolineae
538998	Proteobacteria	Alphaproteobacteria
1112700	Verrucomicrobia	[Pedosphaerae]
527118	Planctomycetes	Planctomycetia
1808	Acidobacteria	Acidobacteria-6
584517	Firmicutes	Clostridia
250032	Gemmatimonadetes	NA
1107686	Planctomycetes	Planctomycetia
2708428	Acidobacteria	Solibacteres
350966	Acidobacteria	Acidobacteria-6
1142520	Acidobacteria	BPC102
4112171	Acidobacteria	Acidobacteria-6
345614	Verrucomicrobia	[Spartobacteria]
1106889	Nitrospirae	Nitrospira
1111241	Bacteroidetes	Flavobacteriia
1128083	Gemmatimonadetes	Gemmatimonadetes
1128087	Bacteroidetes	[Saprospirae]
226049	Acidobacteria	Solibacteres
113777	Gemmatimonadetes	Gemmatimonadetes
1078997	Bacteroidetes	Cytophagia
353049	Bacteroidetes	Bacteroidia
1021365	Armatimonadetes	Chthonomonadetes
698517	Proteobacteria	Betaproteobacteria
570443	Proteobacteria	Deltaproteobacteria
2353709	Proteobacteria	Betaproteobacteria
320782	Proteobacteria	Gammaproteobacteria
534885	Proteobacteria	Deltaproteobacteria
167302	Proteobacteria	Alphaproteobacteria
3843947	Acidobacteria	Acidobacteria-6
4390110	Planctomycetes	Planctomycetia
534888	Actinobacteria	Acidimicrobiia
246385	Actinobacteria	Actinobacteria
321022	Proteobacteria	Deltaproteobacteria
1071316	Bacteroidetes	[Saprospirae]
4368683	Gemmatimonadetes	Gemm-3
278140	Planctomycetes	Planctomycetia
267857	Acidobacteria	RB25
4366350	Firmicutes	Bacilli
804682	Bacteroidetes	Cytophagia
782283	Firmicutes	Bacilli
4311393	Acidobacteria	Acidobacteria-6
823292	Acidobacteria	Acidobacteria-6
443417	Gemmatimonadetes	Gemm-3
931643	Proteobacteria	Betaproteobacteria
4428771	Acidobacteria	Acidobacteria-6
4348980	Acidobacteria	Acidobacteria-6
79038	Acidobacteria	Acidobacteria-6
756603	Actinobacteria	Actinobacteria
569190	Verrucomicrobia	[Pedosphaerae]
1110261	Proteobacteria	Deltaproteobacteria
4359104	Acidobacteria	Acidobacteria-6
1056070	Proteobacteria	Alphaproteobacteria
544085	Planctomycetes	Planctomycetia
588961	Verrucomicrobia	[Spartobacteria]
976338	Bacteroidetes	[Saprospirae]
4351849	Proteobacteria	Deltaproteobacteria
4390806	Acidobacteria	Acidobacteria-6
587789	Firmicutes	Clostridia
549231	Planctomycetes	Planctomycetia
979268	Bacteroidetes	Cytophagia
242935	Proteobacteria	Alphaproteobacteria
330039	Bacteroidetes	Cytophagia
543739	Proteobacteria	Gammaproteobacteria
2316421	Chloroflexi	C0119
4326776	Proteobacteria	Gammaproteobacteria
530501	Proteobacteria	Betaproteobacteria
540423	Firmicutes	Bacilli
585780	Proteobacteria	Gammaproteobacteria
4354769	Bacteroidetes	Flavobacteriia
111806	Acidobacteria	iii1-8
4409466	Firmicutes	Bacilli
761545	Proteobacteria	Alphaproteobacteria
273949	Chloroflexi	Chloroflexi
4419617	Proteobacteria	Gammaproteobacteria
137233	Proteobacteria	Betaproteobacteria
285726	Acidobacteria	Acidobacteriia
591124	Gemmatimonadetes	Gemm-3
242061	Actinobacteria	Actinobacteria
4222822	Proteobacteria	Gammaproteobacteria
217506	Proteobacteria	Betaproteobacteria
712016	WS3	PRR-12
569735	Actinobacteria	Acidimicrobiia
668525	Actinobacteria	Actinobacteria
3973525	Proteobacteria	Deltaproteobacteria
511230	Proteobacteria	Alphaproteobacteria
226313	Acidobacteria	Solibacteres
4112169	Gemmatimonadetes	Gemmatimonadetes
279436	Acidobacteria	[Chloracidobacteria]
1132062	Acidobacteria	[Chloracidobacteria]
4349630	Chloroflexi	Anaerolineae
941252	Actinobacteria	Actinobacteria
845304	Bacteroidetes	Sphingobacteriia
4376128	Actinobacteria	Actinobacteria
4385668	Planctomycetes	Phycisphaerae
982282	Planctomycetes	Phycisphaerae
854272	Proteobacteria	Alphaproteobacteria
807217	Verrucomicrobia	[Pedosphaerae]
4376127	Actinobacteria	Actinobacteria
725677	Planctomycetes	Planctomycetia
916361	Proteobacteria	Alphaproteobacteria
55494	Bacteroidetes	Bacteroidia
1138934	Bacteroidetes	Cytophagia
946708	Nitrospirae	Nitrospira
641481	Proteobacteria	Deltaproteobacteria
225856	Elusimicrobia	Elusimicrobia
3498923	Proteobacteria	Deltaproteobacteria
131798	Bacteroidetes	Bacteroidia
39143	Armatimonadetes	[Fimbriimonadia]
4357037	Acidobacteria	iii1-8
629220	Verrucomicrobia	[Pedosphaerae]
684389	Proteobacteria	Alphaproteobacteria
580578	Proteobacteria	Betaproteobacteria
4319482	Gemmatimonadetes	Gemmatimonadetes
145805	Firmicutes	Clostridia
580571	Proteobacteria	Betaproteobacteria
590529	Actinobacteria	Actinobacteria
286878	Actinobacteria	Actinobacteria
286874	Proteobacteria	Betaproteobacteria
4433496	Proteobacteria	Betaproteobacteria
4299530	Acidobacteria	Acidobacteriia
813266	Proteobacteria	Gammaproteobacteria
1081704	Gemmatimonadetes	Gemmatimonadetes
331849	Proteobacteria	Betaproteobacteria
4139697	Proteobacteria	Alphaproteobacteria
224372	Acidobacteria	iii1-8
994823	Actinobacteria	Thermoleophilia
553562	Verrucomicrobia	[Spartobacteria]
437481	Actinobacteria	Actinobacteria
4427329	Proteobacteria	Alphaproteobacteria
539453	Proteobacteria	Deltaproteobacteria
625556	Proteobacteria	Deltaproteobacteria
253914	Bacteroidetes	Flavobacteriia
562566	Actinobacteria	Thermoleophilia
776229	Proteobacteria	Alphaproteobacteria
141274	Proteobacteria	Deltaproteobacteria
4299285	Planctomycetes	OM190
4303320	Actinobacteria	Actinobacteria
3350573	Firmicutes	Clostridia
73339	Gemmatimonadetes	Gemm-5
639962	Nitrospirae	Nitrospira
942751	Bacteroidetes	Flavobacteriia
524436	Planctomycetes	Planctomycetia
572368	Actinobacteria	Actinobacteria
361409	Planctomycetes	Phycisphaerae
573373	Proteobacteria	Gammaproteobacteria
