828667 1012112 0.603723001665295
828667 651004 0.640520142530439
828667 541108 0.667839243985798
996116 651004 0.720742428963825
996116 860553 0.637834658778491
996116 541108 0.654261690896046
223418 549954 0.689108125022812
223418 946344 0.617872018203393
223418 4444764 0.665564643384088
1012112 1022861 0.60255923609703
1012112 531515 0.600904394945148
717396 892000 0.718884875538985
717396 237257 0.617372102209268
717396 936318 -0.612574415808864
717396 723142 0.652340835251097
717396 214128 -0.610065492770772
717396 508833 0.646580740568131
717396 245895 0.69575504367574
717396 1105814 -0.601089207684328
717396 816631 0.758846535445084
717396 1033426 -0.657017736187124
717396 548878 0.657529315842998
717396 141167 -0.627579086927545
717396 778795 0.669207694634098
892000 936318 -0.626699554696343
892000 508833 0.606684266381108
892000 245895 0.602495411628386
892000 816631 0.682838580825248
892000 141167 -0.624971431579755
237257 546694 -0.650853537916426
237257 723142 0.625363702099698
237257 214128 -0.603018789692383
237257 508833 0.600640273193215
237257 1033426 -0.618679491855069
549954 546371 0.652721816688614
549954 946344 0.672492441956635
549954 4444764 0.650826289799115
549954 823439 0.610657623441763
549954 647472 0.625618713557994
549954 1032653 0.666741329246886
549954 255750 0.628346312299809
549954 1639777 0.662315144282638
549954 4337868 0.610279616936008
513602 81089 0.750123462082938
513602 1022861 -0.665598213975305
513602 546694 0.676124785474818
513602 1044436 -0.629919585445151
513602 698517 0.685048646059729
513602 New.ReferenceOTU32573 -0.69563981298076
513602 761601 -0.609552066164185
513602 823439 -0.603808502712816
513602 637184 -0.625908544419322
513602 707290 0.743924961386548
513602 2161699 -0.680146014464005
513602 360823 -0.613673554549038
513602 512811 0.657088929345798
513602 860553 -0.620928382163256
513602 654742 0.662903578172216
513602 245821 -0.65713656924069
513602 4337868 -0.637580085674431
81089 1022861 -0.720974183906342
81089 741918 0.767539429475647
81089 698517 0.630915241140898
81089 561452 -0.648814990628446
81089 New.ReferenceOTU32573 -0.698275501259994
81089 539866 -0.609615196406514
81089 707290 0.841021228606657
81089 2161699 -0.689469597170641
81089 651004 -0.619299810446127
81089 512811 0.766300387242079
81089 860553 -0.655820387925845
81089 654742 0.734851220453876
81089 245821 -0.632360026455849
81089 541108 -0.71617764997626
81089 256272 -0.657205567915568
1022861 1044436 0.67200887184448
1022861 698517 -0.639028393296401
1022861 561452 0.731635874402282
1022861 New.ReferenceOTU32573 0.783160121353645
1022861 823439 0.650960135688042
1022861 637184 0.704683636356173
1022861 707290 -0.736160231446684
1022861 2161699 0.777294319513312
1022861 360823 0.600925858959726
1022861 512811 -0.67139870254807
1022861 1639777 0.657696422002625
1022861 860553 0.604020100353552
1022861 654742 -0.620384879713591
1022861 245821 0.741380349522451
1022861 541108 0.617933144418578
1022861 4337868 0.685041789425349
1022861 256272 0.675401713515522
546694 214128 0.616574502563162
546694 1033426 0.641227065997203
546694 637184 -0.612919662064323
936318 214128 0.744220587321982
936318 508833 -0.609605518688237
936318 816631 -0.639160978470441
936318 1033426 0.731522110167492
936318 225930 -0.628338022409314
936318 512811 0.636014530233901
936318 141167 0.766184129472585
723142 508833 0.68085339267686
723142 245895 0.71834777236877
723142 751555 0.613370361365958
723142 816631 0.60352896639791
723142 1033426 -0.629825044897358
723142 360823 0.618260549457733
723142 548878 0.671953955461811
723142 778795 0.661366618200108
741918 707290 0.738764808166926
741918 512811 0.707580190996415
214128 508833 -0.603693694328825
214128 761601 -0.633717501261892
214128 1033426 0.707868916028745
214128 225930 -0.616603771399323
214128 637184 -0.644778579823947
214128 707290 0.609369984973781
214128 350334 -0.65694534706263
214128 562177 -0.609276068407267
214128 512811 0.624542761057415
214128 858813 -0.631295953790018
214128 141167 0.654481782515942
1051517 1084045 0.699406556226288
1044436 561452 0.617337201564047
1044436 New.ReferenceOTU32573 0.65124871688904
1044436 823439 0.610760018219775
1044436 637184 0.646804137039822
1044436 707290 -0.613008232742564
1044436 2161699 0.643216131948529
1044436 255750 0.601442779508037
1044436 245821 0.662111646033651
1044436 4337868 0.63695090492613
698517 New.ReferenceOTU32573 -0.691779460297845
698517 761601 -0.640148692259956
698517 539866 -0.652094685594647
698517 707290 0.648682616428226
698517 2161699 -0.7293663563521
698517 651004 -0.632723763836522
698517 860553 -0.743545711201947
698517 654742 0.667079680590078
698517 245821 -0.610053108503608
698517 541108 -0.675743148784217
698517 256272 -0.648314315742171
1072787 245194 0.619496651878202
561452 New.ReferenceOTU32573 0.617396383056691
561452 823439 0.601814695181689
561452 707290 -0.639940470231947
561452 647472 0.619968523104314
561452 512811 -0.60011197447218
561452 1639777 0.628351214880629
561452 245821 0.667962914979132
508833 245895 0.71196124833846
